horizon_steps,horizon_label,fold_id,model,n_test_rows,mae_norm,rmse_norm,bias_norm,mae_kw_250,rmse_kw_250,bias_kw_250,persistence_mae_norm,persistence_rmse_norm,persistence_mae_kw_250,persistence_rmse_kw_250,mae_skill_vs_persistence,rmse_skill_vs_persistence
1,30 min,3,Ridge,658,0.02103381979426512,0.032381951787345986,-0.006016142963419442,5.25845494856628,8.095487946836496,-1.5040357408548601,0.017065956190776395,0.03609517604297288,4.266489047694098,9.023794010743222,-0.23250168693350037,0.10287314435608075
1,30 min,3,RollingMean,658,0.017197744181624165,0.0318286979519747,-0.0009243030045817145,4.299436045406041,7.957174487993673,-0.23107575114542844,0.017065956190776395,0.03609517604297288,4.266489047694098,9.023794010743222,-0.007722274062732959,0.11820078355951935
1,30 min,4,Persistence,694,0.008894296509323834,0.017792099858594226,-0.00011462453322111813,2.2235741273309584,4.448024964648556,-0.02865613330527959,0.008894296509323834,0.017792099858594226,2.2235741273309584,4.448024964648556,0.0,0.0
1,30 min,4,RandomForest,694,0.026177544706709684,0.04068553733311024,-0.018423762093424095,6.54438617667742,10.17138433327756,-4.605940523356023,0.008894296509323834,0.017792099858594226,2.2235741273309584,4.448024964648556,-1.9431832724789344,-1.2867192549763966
1,30 min,4,Ridge,694,0.012481486306599255,0.01899688860001793,-0.005901434459085241,3.1203715766498137,4.749222150004482,-1.47535861477131,0.008894296509323834,0.017792099858594226,2.2235741273309584,4.448024964648556,-0.403313493485965,-0.0677148144962636
1,30 min,4,RollingMean,694,0.009461219428335504,0.01878289005281733,-0.0004883742655352356,2.365304857083876,4.695722513204332,-0.1220935663838089,0.008894296509323834,0.017792099858594226,2.2235741273309584,4.448024964648556,-0.06374005166314922,-0.05568708595936278
1,30 min,5,Persistence,731,0.009794651213282782,0.01702626877743549,0.00011416743256286543,2.4486628033206954,4.256567194358873,0.028541858140716313,0.009794651213282782,0.01702626877743549,2.4486628033206954,4.256567194358873,0.0,0.0
1,30 min,5,RandomForest,731,0.013973341002596004,0.021987065508497435,-0.004927178701350764,3.4933352506490007,5.4967663771243584,-1.231794675337691,0.009794651213282782,0.01702626877743549,2.4486628033206954,4.256567194358873,-0.4266297694854506,-0.29136135438178745
1,30 min,5,Ridge,731,0.012075916304502056,0.018018330780555356,-0.004017720109394769,3.018979076125514,4.504582695138839,-1.0044300273486926,0.009794651213282782,0.01702626877743549,2.4486628033206954,4.256567194358873,-0.2329092727799833,-0.05826655364648192
1,30 min,5,RollingMean,731,0.010102786136254174,0.018076211742291223,0.0001626568965554166,2.525696534063543,4.519052935572805,0.04066422413885419,0.009794651213282782,0.01702626877743549,2.4486628033206954,4.256567194358873,-0.03145950950795706,-0.06166606310404288
2,1 h,1,Persistence,579,0.024937877256407066,0.04322976636938553,0.0010343084055016375,6.234469314101767,10.80744159234638,0.2585771013754094,0.024937877256407066,0.04322976636938553,6.234469314101767,10.80744159234638,0.0,0.0
2,1 h,1,RandomForest,579,0.028516063246078506,0.042321043792318304,-0.0022933459025512555,7.129015811519627,10.580260948079575,-0.5733364756378141,0.024937877256407066,0.04322976636938553,6.234469314101767,10.80744159234638,-0.14348398433760545,0.021020760771697566
2,1 h,1,Ridge,579,0.027347968589164152,0.040143370747858204,-0.0018584819884334977,6.8369921472910375,10.035842686964552,-0.46462049710837455,0.024937877256407066,0.04322976636938553,6.234469314101767,10.80744159234638,-0.09664380444161025,0.07139514923941515
2,1 h,1,RollingMean,579,0.026152206189378517,0.04105028361824134,0.001864389475473946,6.538051547344628,10.262570904560334,0.4660973688684865,0.024937877256407066,0.04322976636938553,6.234469314101767,10.80744159234638,-0.048694157906301605,0.05041625098135294
2,1 h,2,Persistence,615,0.025049911975963172,0.044430556107288896,-1.4102789605591689e-05,6.262477993990793,11.107639026822222,-0.003525697401398004,0.025049911975963172,0.044430556107288896,6.262477993990793,11.107639026822222,0.0,0.0
