interval_method,interval_level,interval_level_pct,model,horizon_steps,horizon_hours,horizon_label,folds,mean_coverage,std_coverage,mean_coverage_error,mean_width_norm,median_width_norm,mean_width_kw_250,median_width_kw_250,mean_interval_score_norm
KDEResidual_ModelHorizon,0.9,90,Ridge,8,4.0,4 h,5,0.8990481362043958,0.09737248345157383,-0.0009518637956041243,0.14414204570234992,0.1468120964324558,36.03551142558748,36.70302410811395,0.22212473320654177
KDEResidual_ModelHorizon,0.9,90,RollingMean,1,0.5,30 min,5,0.9077468329814055,0.07465911603331918,0.007746832981405438,0.08952046500989601,0.09595978109196586,22.380116252474004,23.989945272991463,0.15084504360251916
KDEResidual_ModelHorizon,0.9,90,RollingMean,2,1.0,1 h,5,0.9010296541092269,0.0823954766411684,0.0010296541092268629,0.09598280805340842,0.10144266124037564,23.995702013352105,25.360665310093914,0.1653499631678172
KDEResidual_ModelHorizon,0.9,90,RollingMean,4,2.0,2 h,5,0.8904560518929404,0.09059526664375583,-0.009543948107059674,0.10989605724084042,0.1116248019519944,27.4740143102101,27.906200487998603,0.185770606294869
KDEResidual_ModelHorizon,0.9,90,RollingMean,8,4.0,4 h,5,0.8901329795714059,0.09146271648805501,-0.009867020428594086,0.13300058049257693,0.1312721429565033,33.250145123144236,32.81803573912582,0.22340761237224957
KDEResidual_ModelHorizon,0.95,95,Persistence,1,0.5,30 min,5,0.9392644203927176,0.059039612519147695,-0.010735579607282376,0.1227038482698199,0.12362185425278001,30.675962067454975,30.905463563195003,0.23237180550682823
KDEResidual_ModelHorizon,0.95,95,Persistence,2,1.0,1 h,5,0.9430971792681895,0.05513252984679571,-0.006902820731810566,0.1362467847419518,0.13551496588304007,34.061696185487946,33.87874147076002,0.24144848851263206
KDEResidual_ModelHorizon,0.95,95,Persistence,4,2.0,2 h,5,0.942476997347186,0.0563370763707756,-0.007523002652813826,0.1409279288037963,0.13969655538052422,35.231982200949076,34.924138845131054,0.22949300958853316
KDEResidual_ModelHorizon,0.95,95,Persistence,8,4.0,4 h,5,0.9407836150926367,0.06085125026909145,-0.00921638490736314,0.1652086485123633,0.159880729285247,41.30216212809082,39.970182321311746,0.26240416125680677
KDEResidual_ModelHorizon,0.95,95,RandomForest,1,0.5,30 min,5,0.8775889844957396,0.08151094871386205,-0.07241101550426036,0.12697409154538258,0.13411082789263515,31.743522886345648,33.527706973158786,0.24292960185577503
